couple1,couple2,couple2_age,couple2_loc,couple2_occ,couple2_outcome,couple2_place,couple2_arrived,show_season,relationship_status
Matt Grant,Denise Hawthorne,30,"Washington, D.C.",Attorney and former White House aide,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Devon Antin,24,"Austin, Texas",Make-up artist,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Lesley Geyer,23,"Tampa, Florida",Youth minister,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Michele Romero,33,"Laguna Niguel, California",Interior designer,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Rebecca LeBlanc,30,"Alamo, California",Attorney,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Stacey Elza,26,"Chicago, Illinois",Graduate student,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Tamara Sketz,23,"Beverly Hills, California",Cocktail waitress,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Tiffany Thornburg,33,"San Francisco, California",Real estate marketing rep.,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Jason Mesnick,Melissa Rycroft,25,"Dallas, Texas",Sales Representative,Winner,1,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Molly Malaney,24,"Grand Rapids, Michigan",Department Store Buyer,Runner-Up,2,---,The_Bachelor_(American_season_13),Married + kids
Jason Mesnick,Jillian Harris,29,"Peace River, Alberta",Interior Designer,Week 7,3,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Naomi Crespo,24,"Carlsbad, California",Flight Attendant,Week 6,4,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Stephanie Hogan,34,"Huntsville, Alabama",Medical Marketing Representative,Week 5,5,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Lauren Wanger,27,"Marlboro, New Jersey",Teacher,Week 4,6–8,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Megan Parris,25,"Sewickley, Pennsylvania",Lacrosse Coach,Week 4,6–8,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Shannon Bair,29,"Marshall, Missouri",Dental Hygienist,Week 4,6–8,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Nikki Kaapke,29,"Blue Island, Illinois",Administrative Assistant,Week 4,9,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Erica DeSimone,25,"Monroe, Connecticut",Account Executive,Week 3,10–11,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Kari Fajen,27,"Lee's Summit, Missouri",Account Executive,Week 3,10–11,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Natalie Getz,27,"Morton, Illinois",Human Resources Recruiter,Week 3,12,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Raquel Medeiros,27,"Recife, Pernambuco, Brazil",Medical Student,Week 2,13–14,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Sharon Staebell,32,"Batavia, New York",Teacher,Week 2,13–14,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Lisa Gonzalez,28,"Boise, Idaho",Public Relations Associate,Week 2,15 (quit),---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Ann Lueders,24,"Phoenix, Arizona",Flight Attendant,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Dominique Carta,26,"Mount Carmel, Pennsylvania",Medical Sales Representative,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Emily,23,"Seattle, Washington",Casino Marketing Representative,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Jackie Hickley,26,"Springfield, Massachusetts",Wedding Coordinator,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Julie Dermotta,26,"Columbus, Ohio",Teacher,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Nicole Mah,25,"Calgary, Alberta",Menswear Buyer,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Renee Simlak,36,"Southfield, Michigan",Jewelry Designer,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Shelby,23,"Stockton, California",Account Executive,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Stacia Mann,24,"Orem, Utah",Charity Accountant,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jason Mesnick,Treasure Morgan,28,"Salt Lake City, Utah",Nurse Practitioner,Week 1,16–25,---,The_Bachelor_(American_season_13),Separated
Jake Pavelka,Vienna Girardi,23,"Geneva, Florida",Marketing Representative,Winner,1,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Tenley Molzahn,25,"Newberg, Oregon",College Admissions,Runner-Up,2,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Gia Allemand,26,"Long Island, New York",Swimsuit Model,Week 7,3,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Ali Fedotowsky,25,"Williamstown, Massachusetts",Advertising Account Manager,Week 6,4 (quit),---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Corrie Adamson,23,"Kissimmee, Florida",Wardrobe Consultant,Week 5,5,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Ashleigh Hunt,25,"North Potomac, Maryland",Account Manager,Week 4,6–7,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,"Jessica ""Jessie"" Sulidis",25,"Oakville, Ontario",Cosmetic Sales Manager,Week 4,6–7,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Kathryn Sherlock,25,"Lexington, Kentucky",Corporate Flight Attendant,Week 4,8,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Ella Nolan,30,"La Follette, Tennessee",Hair Stylist,Week 4,9,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Elizabeth Kitt (NE),29,"Imperial, Nebraska",Nanny,Week 3,10–11,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Valishia Savage,32,"San Bernardino, California",Homemaker,Week 3,10–11,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Michelle Kujawa,26,"Anaheim, California",Office Manager,Week 3,12,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Ashley Elmore,29,"Pittsburgh, Pennsylvania",Teacher,Week 2,13–14,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Christina McCasland,25,"San Diego, California",Restaurant Manager,Week 2,13–14,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Rozlyn Papa,28,"Richmond, Virginia",Model/Make-Up Artist,Week 2,15 (DQ),---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,"Alexa ""Lex"" McAllister",25,"Galloway, Ohio",Entrepreneur,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Caitlyn McCabe,24,"Winfield, Illinois",Spokesmodel,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Channy Choch,29,"Santa Rosa, California",Mortgage Loan Officer,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Elizabeth Kreft (D.C.),29,"Union, Kentucky","Captain, Air National Guard",Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Emily Harkins,23,"West Chester, Ohio",Fit Model,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Kimberly Sullivan,24,"Norman, Oklahoma",NBA Dancer,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Kirsten Pittman,25,"Aurora, Colorado",Waitress,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Sheila Lidner,25,"Scottsdale, Arizona",Commercial Pilot,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Stephanie Mueller,24,"Morris, Illinois",Dance Teacher,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Jake Pavelka,Tiana Kruzel,31,"Calgary, Alberta",Medical Technician,Week 1,16–25,---,The_Bachelor_(American_season_14),Separated
Brad Womack,Emily Maynard,24,"Morgantown, West Virginia",Children's Hospital Event Planner,Winner,1,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Chantal O'Brien,28,"Mercer Island, Washington",Executive Assistant,Runner-up,2,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Ashley Hebert,26,"Madawaska, Maine",Dental Student,Week 9,3,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Shawntel Newton,25,"Chico, California",Funeral Director,Week 8,4,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Michelle Money,30,"Salt Lake City, Utah",Hairstylist,Week 7,5,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Britt Billmaier,25,"Woodinville, Washington",Food Writer,Week 7,6,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Jackie Gordon,26,"Newport, Rhode Island",Artist,Week 6,7,---,The_Bachelor_(American_season_15),Separated
Brad Womack,"Allison ""Alli"" Travis",24,"Columbus, Ohio",Apparel Merchant,Week 6,8,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Lisa Morrisey,24,"Ottawa, Kansas",Marketing Coordinator,Week 5,9–10,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Marissa May,26,"Mesa, Arizona",Sports Publicist,Week 5,9–10,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Ashley Spivey,26,"Ellerbe, North Carolina",Nanny,Week 5,11,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Lindsay Hill,25,"Plano, Texas",First Grade Teacher,Week 4,12–14,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Meghan Merritt,30,"Princeton, New Jersey",Fashion Marketer,Week 4,12–14,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Stacey Quirpel,26,"Quincy, Massachusetts",Bartender,Week 4,12–14,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Kimberly Coon,27,"Orlando, Florida",Marketing Coordinator,Week 3,15–16,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Sarah Powell,27,"Denver, Colorado",Real Estate Broker,Week 3,15–16,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Madison Garton,25,"Vail, Colorado",Model,Week 3,17 (quit),---,The_Bachelor_(American_season_15),Separated
Brad Womack,Keltie Busch,28,"Sherwood Park, Alberta",Radio City Rockette,Week 2,18–20,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Melissa Schreiber,32,"Westport, Connecticut",Waitress,Week 2,18–20,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Raichel Goodyear,29,"Fullerton, California",Manscaper,Week 2,18–20,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Britnee Marks,25,"Holland, Pennsylvania",Paralegal,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Cristy Caserta,30,"Davie, Florida",Attorney,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,"Jessica ""J"" Adams",26,"Seattle, Washington",Operations Manager,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Jill Ruskowski,28,"Frisco, Texas",Sales Director,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Lacey Garbelman,27,"Tampa, Florida",Insurance Agent,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Lauren Moore,26,"Culpeper, Virginia",High School Teacher,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Lisa Pastrich,27,"Dix Hills, New York",Sales Consultant,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Rebecca,30,"Mission Viejo, California",Esthetician,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Renee Halpin,28,"Palos Hills, Illinois",Nanny,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Brad Womack,Sarah Ledtke,25,"Saginaw, Michigan",Musical Theatre Performer,Week 1,21–30,---,The_Bachelor_(American_season_15),Separated
Ben Flajnik,Courtney Robertson,28,"Scottsdale, Arizona",Model,Winner,1,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Lindzi Cox,27,"Ocala, Florida",Business Development Manager,Runner-up,2,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Nicki Sterling,26,"Hurst, Texas",Dental Hygienist,Week 9,3,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Kacie Boguskie,24,"Clarksville, Tennessee",Administrative Assistant,Week 8,4,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Emily O'Brien,27,"Chapel Hill, North Carolina",PhD Student,Week 7,5–6,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Rachel Truehart,27,"Southampton, Massachusetts",Fashion Sales Representative,Week 7,5–6,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Jamie Otis,25,"Dryden, New York",Registered Nurse,Week 6,7,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Casey Shteamer,26,"Leawood, Kansas",Trading Clerk,Week 6,8,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Blakeley Jones,34,"Rutherfordton, North Carolina",VIP Cocktail Waitress,Week 6,9,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Jennifer Fritsch,28,"Cache, Oklahoma",Accountant,Week 5,10,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Elyse Myers,24,"Chicago, Illinois",Personal Trainer,Week 5,11,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Monica Spannbauer,33,"Yuba, California",Dental Consultant,Week 4,12,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Samantha Levey,26,"Pittsburgh, Pennsylvania",Advertising Account Manager,Week 4,13,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Erika Uhlig,23,"Charlottesville, Virginia",Law Student,Week 3,14–15,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Jaclyn Swartz,27,"Newton, Massachusetts",Advertising Account Manager,Week 3,14–15,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Brittney Schreiner,26,"Colorado Springs, Colorado",Medical Sales Representative,Week 3,16 (quit),---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Jenna Burke,27,"Loveland, Ohio",Blogger,Week 2,17–18,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Shawn Reynolds,28,"Cincinnati, Ohio",Financial Advisor,Week 2,17–18,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Amber Bacon,23,"Port Coquitlam, British Columbia",Labor and Delivery Nurse,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Amber Tierney,28,"Waverly, Nebraska",Critical Care Nurse,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Anna Snowball,25,"Grosse Pointe, Michigan",Student,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Dianna Martinez,30,"San Gabriel, California",Nonprofit Director,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Holly Johnson,34,"Salyersville, Kentucky",Pharmaceutical Sales Representative,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Lyndsie James,29,"London, England",Internet Entrepreneur,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Ben Flajnik,Shira Astrof,35,"Massapequa Park, New York",Actress,Week 1,19–25,---,The_Bachelor_(American_season_16),Separated
Sean Lowe,Catherine Giudici,26,"Seattle, Washington",Graphic Designer,Winner,1,---,The_Bachelor_(American_season_17),Married + kids
Sean Lowe,Lindsay Yenter,24,"Fort Leonard Wood, Missouri",Substitute Teacher,Runner-up,2,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,AshLee Frazier,32,"Houston, Texas",Personal Organizer,Week 9,3,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Desiree Hartsock,26,"Northglenn, Colorado",Bridal Stylist,Week 8,4,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Lesley Murphy,24,"Fort Smith, Arkansas",Political Consultant,Week 7,5,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Tierra LiCausi,24,"Las Vegas, Nevada",Leasing Consultant,Week 7,6,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Daniella McBride,24,"Belmont, California",Commercial Casting Associate,Week 6,7–8,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Selma Alameri,29,"Borrego Springs, California",Real Estate Dealer,Week 6,7–8,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Sarah Herron,26,"Evergreen, Colorado",Advertising Executive,Week 6,9,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Robyn Howard,24,"Topeka, Kansas",Oil Field Account Manager,Week 5,10,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,"Jacqueline ""Jackie"" Parr",25,"Ormond Beach, Florida",Cosmetics Consultant,Week 5,11,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Amanda Meyer,26,"Bakersfield, California",Fit Model,Week 4,12,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Leslie Hughes,28,"Ruskin, Florida",Poker Dealer,Week 4,13,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,"Kristina ""Kristy"" Kaminski",25,"Darien, Wisconsin",Model,Week 3,14–15,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Taryn Renee Daniels,30,"Troutdale, Oregon",Health Club Manager,Week 3,14–15,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Kacie Boguskie,25,"Clarksville, Tennessee",Administrative Assistant,Week 3,16,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Brooke Burchette,25,"Pittsburgh, Pennsylvania",Community Organizer,Week 2,17–18,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Diana Weeks Willardson,31,"Sandy, Utah",Salon Owner,Week 2,17–18,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,"Katherine ""Katie"" Levans",27,"Woodstock, Illinois",Yoga Instructor,Week 2,19 (quit),---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Ashley Harper,25,"Garner, North Carolina",Fashion Model,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Ashley Palenkas,28,"Macomb, Michigan",Hair Stylist,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Kelly Dutton,28,"Chattanooga, Tennessee",Cruise Ship Entertainer,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Keriann Miranda,29,"Agoura Hills, California",Entrepreneur,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Lacey Latka,24,"Stevenson Ranch, California",Graduate Student,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Lauren Marchetti,27,"Cranston, Rhode Island",Journalist,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Sean Lowe,Paige Vigil,25,"Minnetonka, Minnesota",Jumbotron Operator,Week 1,20–26,---,The_Bachelor_(American_season_17),Separated
Juan Pablo Galavis,Nikki Ferrell,26,"Kearney, Missouri",Pediatric Nurse,Winner,1,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Clare Crawley,32,"Sacramento, California",Hairstylist,Runner-up,2,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Andi Dorfman,26,"Buckhead, Georgia",Assistant District Attorney,Week 9,3 (quit),---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Renee Oteri,32,"Sarasota, Florida",Real Estate Agent,Week 8,4,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Chelsie Webster,24,"Lexington, Ohio",Science Educator,Week 7,5,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Sharleen Joynt,29,"Ottawa, Ontario",Opera Singer,Week 7,6 (quit),---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,"Kathleen ""Kat"" Hurd",29,"Iowa City, Iowa",Medical Sales Rep,Week 6,7,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Cassandra Ferguson,22,"Rochester Hills, Michigan",Former NBA Dancer,Week 6,8,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,"Allison ""Alli"" Restko",26,"Orland Park, Illinois",Nanny,Week 5,9–11,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Danielle Ronco,25,"Litchfield, Illinois",Psychiatric Nurse,Week 5,9–11,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Kelly Travis,27,"Conyers, Georgia",Dog Lover,Week 5,9–11,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Elise Mosca,27,"Forty Fort, Pennsylvania",First Grade Teacher,Week 4,12–13,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Lauren Solomon,26,"Clinton, Michigan",Music Composer,Week 4,12–13,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Christy Hansen,24,"Aurora, Illinois",Marketing Manager,Week 3,14–15,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,"Lucinda ""Lucy"" Aragon",25,"Santa Barbara, California",Free Spirit,Week 3,14–15,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Amy Long,27,"Clermont, Florida",Local News Reporter,Week 2,16–17,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Chantel Forrest,27,"Miami, Florida",Account Manager,Week 2,16–17,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Victoria Lima,24,"Porto Alegre, Brazil",Legal Assistant,Week 2,18,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Alexis Morgado,24,"Tampa, Florida",Communications Director,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Amy Jokinen,31,"Apopka, Florida",Massage Therapist,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Ashley Poe,25,"Roanoke, Texas",Grade School Teacher,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Christine Llano,23,"Miami, Florida",Police Support Specialist,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Kylie Lewis,23,"Rockford, Illinois",Interior Designer,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Lacy Faddoul,25,"Antelope Acres, California",Nursing Home Owner,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Lauren Higginson,25,"Edmond, Oklahoma",Mineral Coordinator,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Maggie Gantt,25,"Wagener, South Carolina",Personal Banker,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Juan Pablo Galavis,Valerie Eredia,26,"Sutter, California",Personal Trainer,Week 1,19–27,---,The_Bachelor_(American_season_18),Separated
Chris Soules,Whitney Bischoff,29,"Louisville, Kentucky",Fertility Nurse,Winner,1,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Becca Tilley,25,"Shreveport, Louisiana",Chiropractic Assistant,Runner-up,2,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Kaitlyn Bristowe,29,"Leduc, Alberta",Dance Instructor,Week 9,3,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Jade Roper,28,"Gering, Nebraska",Cosmetics Developer,Week 8,4,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Carly Waddell,29,"Arlington, Texas",Cruise Ship Singer,Week 7,5,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Britt Nilsson,27,"Wolcott Mills, Michigan",Waitress,Week 7,6,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Megan Bell,24,"Brentwood, Tennessee",Make-Up Artist,Week 6,7 (quit),---,The_Bachelor_(American_season_19),Separated
Chris Soules,Kelsey Poe,28,"Hudsonville, Michigan",Guidance Counselor,Week 6,8,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Ashley Iaconetti,26,"Great Falls, Virginia",Journalist,Week 6,9,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Mackenzie Deonigi,21,"Maple Valley, Washington",Dental Assistant,Week 5,10–11,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Samantha Steffen,27,"Indianapolis, Indiana",Fashion Designer,Week 5,10–11,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Ashley Salter,24,"Vinings, Georgia",Hair Stylist,Week 4,12–14,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Juelia Kinney,30,"Beaverton, Oregon",Esthetician,Week 4,12–14,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Nikki Delventhal,26,"Hasbrouck Heights, New Jersey",Former NFL Cheerleader,Week 4,12–14,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Jillian Anderson,25,"Howland, Ohio",News Producer,Week 4,15,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Amber James,29,"Kankakee, Illinois",Bartender,Week 3,16–18,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Tracy Darakis,29,"Wellington, Florida",Fourth Grade Teacher,Week 3,16–18,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Trina Scherenberg,33,"Algonquin, Illinois",Special Education Teacher,Week 3,16–18,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Alissa Giambrone,24,"Hamilton, New Jersey",Flight Attendant,Week 2,19–23,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Jordan Branch,24,"Windsor, Colorado",Student,Week 2,19–23,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Kimberly Sherbach,28,"Wantagh, New York",Yoga Instructor,Week 2,19–23,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Tandra Steiner,30,"Sandy, Utah",Executive Assistant,Week 2,19–23,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Tara Eddings,26,"Fort Lauderdale, Florida",Sport Fishing Enthusiast,Week 2,19–23,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Amanda Goerlitz,24,"Lake in the Hills, Illinois",Ballet Teacher,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Bo Stanley,25,"Carpinteria, California",Plus-Size Model,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Brittany Fetkin,26,"Temecula, California",WWE Diva-in-Training,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Kara Wilson,25,"Brownsville, Kentucky",High School Soccer Coach,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Michelle Davis,25,"Provo, Utah",Wedding Cake Baker,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Nicole Meacham,31,"Scottsdale, Arizona",Real Estate Agent,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Chris Soules,Reegan Cornwell,28,"Manhattan Beach, California",Cadaver Tissue Saleswoman,Week 1,24–30,---,The_Bachelor_(American_season_19),Separated
Ben Higgins,Lauren Bushnell,25,"West Linn, Oregon",Flight Attendant,Winner,1,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,"Joelle ""JoJo"" Fletcher",24,"Dallas, Texas",Real Estate Developer,Runner-up,2,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Caila Quinn,24,"Hudson, Ohio",Software Sales Representative,Week 9,3,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Amanda Stanton,25,"Laguna Beach, California",Esthetician,Week 8,4,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Becca Tilley,26,"Shreveport, Louisiana",Chiropractic Assistant,Week 7,5,---,The_Bachelor_(American_season_20),Separated
